Label,true_cell,extcenterX,extcenterY,centerX,centerY,perimeter,area,ch_perimeter,ch_area,pconvexity,aconvexity
439,True,2437.985042735043,2243.754120879121,2437.985042735043,2243.754120879121,752.222438151586,13104,541.8668780329762,19980.5,0.720354579377464,0.6558394434573711
440,True,2379.588667366212,1556.8950682056661,2379.588667366212,1556.8950682056663,120.32590180780451,953,119.4767204659656,1009.0,0.9929426554957776,0.9444995044598612
441,True,2552.32509075114,-0.5,2552.32509075114,75.69551053333747,1310.9575028878803,32231,876.6161611947414,49134.0,0.6686838888855378,0.6559816013351244
442,True,2568.2226631790986,1244.1654189591413,2568.2226631790986,1244.165418959141,1562.0012254892758,33261,968.7904340489724,60044.0,0.620223862977772,0.5539437745653187
443,True,2441.0947744883765,953.7681303397576,2441.0947744883765,953.7681303397576,398.23253941935263,5033,312.11234415287555,6800.5,0.7837439517322076,0.7400926402470407
444,True,2422.5159574468084,2843.5,2422.5159574468084,2836.872340425532,83.35533905932738,376,85.67746300537394,395.0,1.027858130891817,0.9518987341772152
445,True,2434.1640798226163,-0.5,2434.1640798226163,6.243902439024391,89.698484809835,451,92.00571401715746,467.00000000000006,1.025722053301278,0.9657387580299784
446,True,2441.282306163022,326.01888667992057,2441.282306163022,326.01888667992046,126.2253967444162,1006,124.84990816664218,1074.0,0.9891029173743924,0.936685288640596
447,True,2975.5,1685.6458919368993,2766.2174426716474,1685.6458919368995,3927.354831445049,88874,1721.5345923111252,192751.0,0.4383445515356441,0.4610819139719119
448,True,2577.9626599589724,266.9493748168409,2577.9626599589724,266.9493748168409,1825.1555544218268,40948,1087.3048263663993,78372.0,0.5957326890478856,0.5224825192670852
449,True,2589.2553904493143,1870.3316724723313,2589.2553904493143,1870.3316724723315,1139.8153672641492,22679,761.9553634182496,37990.5,0.6684901654266505,0.5969650307313671
450,True,2467.81990521327,947.5797788309637,2467.81990521327,947.5797788309636,96.66904755831214,633,96.43252887779045,672.5,0.9975533152907188,0.9412639405204462
451,True,2597.993923281428,611.6481833143437,2597.993923281428,611.6481833143436,1145.4427842621187,23697,787.176023937617,38081.00000000001,0.6872242199724596,0.6222788267114833
452,True,2493.28671608896,518.3776798236827,2493.28671608896,518.3776798236827,345.8772003600252,4991,311.45382337806524,6068.0,0.9004751485610254,0.8225115359261701
453,True,2685.6503419431415,2843.5,2685.650341943141,2777.528514101622,1747.574818618083,35386,1121.330001712917,64928.5,0.6416492099603626,0.5449994994493943
454,True,2975.5,743.5770100195502,2761.39683121538,743.5770100195504,4149.295956942004,98208,1627.5150781835068,175020.0,0.3922388508972427,0.5611244429208091
